time,value
1761200453.6179538,0.09934283060224654
1761200453.622954,0.047695763200939115
1761200453.6279538,0.2799375878973036
1761200453.632954,0.5294635487844747
1761200453.6379538,0.2515971896531585
1761200453.6429539,0.32399300186010077
1761200453.6479537,0.7575920263230917
1761200453.6529539,0.664422095708669
1761200453.6579537,0.484209531735068
1761200453.6629539,0.7515041626919888
1761200453.6679537,0.6126587641884753
1761200453.6729538,0.6717628369843761
1761200453.6779537,0.8698489814276331
1761200453.6829538,0.49210630397413424
1761200453.6879537,0.5796323248283404
1761200453.6929538,0.8583628874017423
1761200453.6979537,0.8106272865355334
1761200453.7029538,1.1144174825716913
1761200453.7079537,0.9041876478549813
1761200453.7129538,0.8332710427988432
1761200453.7179537,1.434397573338495
1761200453.7229538,1.1171445332570502
1761200453.7279537,1.192250341812011
1761200453.7329538,0.905588004334682
1761200453.7379537,1.0887555292088893
1761200453.7429538,1.2221845179419732
1761200453.747954,0.9674333586294653
1761200453.7529538,1.2656772452465075
1761200453.757954,1.0586169628906652
1761200453.7629538,1.103961043395702
1761200453.7679539,1.020926497108305
1761200453.7729537,1.4861874199676892
1761200453.7779539,1.0830930180116365
1761200453.7829537,0.840025830261456
1761200453.7879539,1.1777024930230557
1761200453.7929537,0.7266516632557324
1761200453.7979538,0.9663886103318982
1761200453.8029537,0.4828283281297386
1761200453.8079538,0.5558193173347405
1761200453.8129537,0.8042810348722526
1761200453.8179538,0.85303561875005
1761200453.8229537,0.67726581021279
1761200453.8279538,0.5549747524444106
1761200453.8329537,0.45071441076022967
1761200453.8379538,0.14604506514812826
1761200453.8429537,0.22685155157099526
1761200453.8479538,0.20630011040586826
1761200453.8529537,0.4362820227466526
1761200453.8579538,0.21912353819085773
1761200453.8629537,-0.2772594076373705
1761200453.8679538,0.06481679387895915
1761200453.872954,-0.1523650795184393
1761200453.8779538,-0.2857842803383569
1761200453.882954,-0.10252231973469614
1761200453.8879538,-0.09222796009863579
1761200453.8929539,-0.18456436942669754
1761200453.8979537,-0.6095929678661417
1761200453.9029539,-0.5727776250483301
1761200453.9079537,-0.5118517226413452
1761200453.9129539,-0.44788312855032386
1761200453.9179537,-0.8011771503200257
1761200453.9229538,-0.802040583031191
1761200453.9279537,-1.0427235219156321
1761200453.9329538,-1.1140036777218278
1761200453.9379537,-0.7621107268521077
1761200453.9429538,-0.6995723875357722
1761200453.9479537,-1.027595534918485
1761200453.9529538,-0.8508614364742313
1761200453.9579537,-1.0134652579496968
1761200453.9629538,-1.2447557339869266
1761200453.9679537,-1.0689886984525012
1761200453.9729538,-0.8546924800611633
1761200453.9779537,-1.1859099086964169
1761200453.9829538,-0.8776089104145719
1761200453.9879537,-1.7215810949318748
1761200453.9929538,-1.0356194991249552
1761200453.997954,-1.1802226604662918
1761200454.0029538,-1.250339111670547
1761200454.007954,-1.160392545567326
1761200454.0129538,-1.5598135762745358
1761200454.0179539,-1.1852021971216866
1761200454.0229537,-1.0443092687635522
1761200454.0279539,-0.7902136540109203
1761200454.0329537,-1.1552220597073655
1761200454.0379539,-1.1748922311810561
1761200454.0429537,-1.0711718019668444
1761200454.0479538,-0.7415354677905326
1761200454.0529537,-0.8090121309737569
1761200454.0579538,-0.9274085678678345
1761200454.0629537,-0.6622553010757563
1761200454.0679538,-0.6859267928813599
1761200454.0729537,-0.44926315586821775
1761200454.0779538,-0.7185150276975288
1761200454.0829537,-0.5764675791976402
1761200454.0879538,-0.5201710938480449
1761200454.0929537,-0.6635233828763609
1761200454.0979538,-0.2392038091849112
1761200454.1029537,-0.17264652306689174
1761200454.1079538,-0.1493771889486734
1761200454.1129537,-0.1222660501102053
1761200454.1179538,-0.28307414841008316
1761200454.122954,-0.008780441117896484
1761200454.1279538,0.0818569769718111
1761200454.132954,0.06440212365854525
1761200454.1379538,0.266170722264624
1761200454.1429539,0.4516305646128443
1761200454.1479537,0.8189866434637199
1761200454.1529539,0.5458507124444548
1761200454.1579537,0.6296144870666116
1761200454.1629539,0.6281029708215625
1761200454.1679537,0.32158805969116
1761200454.1729538,0.7596060126085846
1761200454.1779537,0.8335025691026323
1761200454.1829538,1.3674107754027516
1761200454.1879537,0.8861436983747225
1761200454.1929538,1.0311298617166598
1761200454.1979537,1.006251156661369
1761200454.2029538,0.8178324085287293
1761200454.2079537,1.3143570258622275
1761200454.2129538,1.2661183896032562
1761200454.2179537,1.2994742089627935
1761200454.2229538,0.9804223023954093
1761200454.2279537,1.4593035630616462
1761200454.2329538,0.910167429018917
1761200454.2379537,1.31500349287398
1761200454.2429538,1.6380911251619956
1761200454.247954,0.9995248090877882
1761200454.2529538,1.077278095656819
1761200454.257954,1.1986749738919544
1761200454.2629538,1.0616046625311175
1761200454.2679539,0.8311351333409578
1761200454.2729537,1.1294443780271073
1761200454.2779539,0.8733317202140021
1761200454.2829537,1.1462865021796722
1761200454.2879539,0.8293086637556575
1761200454.2929537,1.280807274253445
1761200454.2979538,0.7679652328636988
1761200454.3029537,0.810350049664558
1761200454.3079538,0.98415997058836
1761200454.3129537,0.5187359244116365
1761200454.3179538,0.7508342896717939
1761200454.3229537,0.9044207048312822
1761200454.3279538,0.25660776200981383
1761200454.3329537,0.5478619215845496
1761200454.3379538,0.4937260220712983
1761200454.3429537,0.5271849676053995
1761200454.3479538,0.05103772242221016
1761200454.3529537,-0.03923374511398445
1761200454.3579538,0.2547881934005442
1761200454.3629537,0.13474555808181327
1761200454.3679538,0.05009857006917576
1761200454.372954,-0.006058981535780036
1761200454.3779538,-0.286404824592862
1761200454.382954,-0.17840683807066923
1761200454.3879538,-0.23981336993808947
1761200454.3929539,-0.5136906768552101
1761200454.3979537,-0.06859456099266137
1761200454.4029539,-0.41616856569573035
1761200454.4079537,-0.8163651083625884
1761200454.4129539,-0.5116814322480299
1761200454.4179537,-0.9002786367964316
1761200454.4229538,-0.6074918669499382
1761200454.4279537,-0.5897374113129461
1761200454.4329538,-1.0388988165760362
1761200454.4379537,-0.7319406654820826
1761200454.4429538,-0.8882642078626369
1761200454.4479537,-0.8487814786035208
1761200454.4529538,-0.672209419521846
1761200454.4579537,-1.1348700861597967
1761200454.4629538,-1.2664790159373993
1761200454.4679537,-1.3191707054792887
1761200454.4729538,-1.3254618503474447
1761200454.4779537,-1.194165042757247
1761200454.4829538,-1.1223072466140447
1761200454.4879537,-1.142293914247922
1761200454.4929538,-1.034563350192795
1761200454.497954,-1.1950316957383444
1761200454.5029538,-0.8998308261459103
1761200454.507954,-1.2316760675220175
1761200454.5129538,-0.6182659600364335
1761200454.5179539,-1.0161343500011832
1761200454.5229537,-1.2871632943491584
1761200454.5279539,-1.2999709625714455
1761200454.5329537,-0.9550735330039991
1761200454.5379539,-1.0578860676675883
1761200454.5429537,-0.8280202944315188
1761200454.5479538,-0.8299683664162373
1761200454.5529537,-0.8893281354370678
1761200454.5579538,-0.9908152707281072
1761200454.5629537,-1.0678782326356004
1761200454.5679538,-0.7946452931643724
1761200454.5729537,-0.47171239511010044
1761200454.5779538,-0.5352856600960189
1761200454.5829537,-0.7600829056204865
1761200454.5879538,-0.40711327805137726
1761200454.5929537,-0.29375691730417014
1761200454.5979538,-0.47519935183805334
1761200454.6029537,-0.19411255631376537
1761200454.6079538,-0.13875813658796482
1761200454.6129537,-0.30394268300130084
1761200454.6179538,0.07155747206965608
1761200454.622954,0.18750552870882403
1761200454.6279538,0.36701012891221907
1761200454.632954,0.4356179879098504
1761200454.6379538,0.02289399100640732
1761200454.6429539,0.1832553852669097
1761200454.6479537,0.5447565166633446
1761200454.6529539,0.6136923400605276
1761200454.6579537,0.681113946183268
1761200454.6629539,1.4135384521057381
1761200454.6679537,0.8195204048896007
1761200454.6729538,0.9920219157345467
1761200454.6779537,1.0122568798130673
1761200454.6829538,1.0050406031668522
1761200454.6879537,0.8615620424028778
1761200454.6929538,1.1226142373485901
1761200454.6979537,0.8586284676949042
1761200454.7029538,1.0042042947046337
1761200454.7079537,0.9887197533934028
1761200454.7129538,1.132106610943166
1761200454.7179537,1.6041995328888865
1761200454.7229538,0.7888467548360074
1761200454.7279537,1.3159967389493292
1761200454.7329538,0.8679944673394431
1761200454.7379537,1.1032457009560392
1761200454.7429538,1.4177901193934732
1761200454.747954,1.2104880779330185
1761200454.7529538,0.9749886859915124
1761200454.757954,1.0356839590224327
1761200454.7629538,1.2982193431412925
1761200454.7679539,0.9951944932107566
1761200454.7729537,1.1590235009822971
1761200454.7779539,1.094906830939987
1761200454.7829537,0.9212479465314727
1761200454.7879539,1.4419823284674846
1761200454.7929537,1.0976041977135396
1761200454.7979538,0.5195873739994262
1761200454.8029537,0.9120532158595788
1761200454.8079538,0.6890992341607501
1761200454.8129537,0.9353954546576726
1761200454.8179538,0.5468381550644281
1761200454.8229537,0.6200448656814153
1761200454.8279538,0.6791018647181511
1761200454.8329537,0.6840861887121114
1761200454.8379538,0.20169018181045859
1761200454.8429537,0.3039201460817459
1761200454.8479538,0.2034388023656356
1761200454.8529537,0.09419173098812664
1761200454.8579538,0.5034907283333844
1761200454.8629537,0.15634496562736533
1761200454.8679538,-0.25217679086700834
1761200454.872954,0.10822376597577821
1761200454.8779538,0.2740313591253632
1761200454.882954,-0.018364525392640246
1761200454.8879538,-0.6023018577886281
1761200454.8929539,-0.4676672078231885
1761200454.8979537,-0.18836723338428984
1761200454.9029539,-0.6524690430018399
1761200454.9079537,-0.4893405232928127
1761200454.9129539,-0.48806534328892826
1761200454.9179537,-0.8907283970665837
1761200454.9229538,-0.7768138589107868
1761200454.9279537,-1.4697099951282397
1761200454.9329538,-1.0796398811725503
1761200454.9379537,-0.9751295216095802
1761200454.9429538,-1.220377029642905
1761200454.9479537,-0.6867112498160914
1761200454.9529538,-1.3375962916447632
1761200454.9579537,-1.1738013602986204
1761200454.9629538,-1.0895836676086832
1761200454.9679537,-0.853013161740961
1761200454.9729538,-1.449472223590245
1761200454.9779537,-0.9461119504434348
1761200454.9829538,-1.1884910293734559
1761200454.9879537,-1.393933804323516
1761200454.9929538,-1.1075793051473457
1761200454.997954,-1.1578201349992319
1761200455.0029538,-1.310581017009132
1761200455.007954,-1.1647842838764226
1761200455.0129538,-1.2393625127267094
1761200455.0179539,-1.1185643505039349
1761200455.0229537,-0.9833056481616929
1761200455.0279539,-0.7685890997301537
1761200455.0329537,-1.2991311158180072
1761200455.0379539,-0.5865868356711661
1761200455.0429537,-1.3612379531544365
1761200455.0479538,-0.9549729103380659
1761200455.0529537,-0.7570989116087783
1761200455.0579538,-0.7652581535674198
1761200455.0629537,-0.8894486916625467
1761200455.0679538,-0.7469667528224235
1761200455.0729537,-0.7415923409065636
1761200455.0779538,-0.6959773603109022
1761200455.0829537,-0.34101473047388026
1761200455.0879538,-0.3703463660286065
1761200455.0929537,-0.5094023123020666
1761200455.0979538,-0.11850788951117475
1761200455.1029537,-0.16339767332754726
1761200455.1079538,0.012172543490626908
1761200455.1129537,0.050577144949545946
1761200455.1179538,-0.16579900218441534
1761200455.122954,-0.03668758460421492
1761200455.1279538,0.29985860130181574
1761200455.132954,0.34693163058956455
1761200455.1379538,0.29424754580499357
1761200455.1429539,0.39428586991169445
1761200455.1479537,0.6972824423792993
1761200455.1529539,0.39262087211092156
1761200455.1579537,0.6875238851560659
1761200455.1629539,0.6025536234880168
1761200455.1679537,0.661806062105523
1761200455.1729538,0.9846641580958646
1761200455.1779537,0.9865397969120311
1761200455.1829538,1.03746428010582
1761200455.1879537,1.185711652761814
1761200455.1929538,0.9750211615764869
1761200455.1979537,1.149584104861411
1761200455.2029538,0.9895146647339452
1761200455.2079537,1.1506257334569117
1761200455.2129538,1.0897031721923645
1761200455.2179537,1.1606670125527274
1761200455.2229538,1.2813311984417397
1761200455.2279537,1.0151005642277322
1761200455.2329538,1.6090150967144652
1761200455.2379537,0.9964285978139855
1761200455.2429538,0.9571622774424535
1761200455.247954,1.4292542488139395
1761200455.2529538,1.3488701803699603
1761200455.257954,1.3035686642848576
